HashArrayLine;0,23406;10
HashArrayDouble;0,04708;10
HashArraySquare;0,04228;10
HashArrayLine;0,7605;20
HashArrayDouble;0,0725;20
HashArraySquare;0,04188;20
HashArrayLine;0,25068;40
HashArrayDouble;0,16604;40
HashArraySquare;0,1462;40
HashArrayLine;0,14472;80
HashArrayDouble;0,09216;80
HashArraySquare;0,0727;80
HashArrayLine;0,12014;160
HashArrayDouble;0,1113;160
HashArraySquare;0,10864;160
HashArrayLine;0,23632;320
HashArrayDouble;0,2216;320
HashArraySquare;0,21346;320
HashArrayLine;0,598;640
HashArrayDouble;0,3732;640
HashArraySquare;0,34494;640
HashArrayLine;1,34616;1280
HashArrayDouble;1,05432;1280
HashArraySquare;0,87124;1280
HashArrayLine;2,97276;2560
HashArrayDouble;2,76316;2560
HashArraySquare;2,58786;2560
HashArrayLine;10,33312;5120
HashArrayDouble;9,93356;5120
HashArraySquare;9,33692;5120
HashArrayLine;45,85366;10240
HashArrayDouble;45,72336;10240
HashArraySquare;36,8084;10240
HashArrayLine;149,2313;20480
HashArrayDouble;137,20296;20480
HashArraySquare;138,59906;20480
HashArrayLine;569,5184;40960
HashArrayDouble;547,84856;40960
HashArraySquare;546,25162;40960
HashArrayLine;2266,06938;81920
HashArrayDouble;2674,4542;81920
HashArraySquare;2161,11448;81920
