100000357,true,188,true,335,true
100000837,true,87,true,237,true
100003021,true,141,true,117,true
100006237,true,162,true,120,true
100007221,true,50,true,128,true
100019317,true,50,true,91,true
100028899,true,50,true,80,true
100090391,true,55,true,65,true
100119433,true,50,true,69,true
100135573,true,50,true,94,true
100150573,true,50,true,56,true
100209943,true,50,true,45,true
100227977,true,50,true,49,true
100237549,true,52,true,40,true
100242479,true,50,true,45,true
100274219,true,52,true,49,true
100316383,true,50,true,44,true
100336333,true,52,true,62,true
100437977,true,52,true,58,true
100465411,true,50,true,45,true
100569631,true,50,true,49,true
100593079,true,50,true,40,true
100696793,true,50,true,33,true
100755199,true,50,true,37,true
100786193,true,51,true,31,true
100980601,true,51,true,60,true
101000477,true,50,true,50,true
101272531,true,51,true,57,true
101324533,true,50,true,48,true
101406523,true,50,true,47,true
101861063,true,52,true,61,true
102098119,true,51,true,64,true
102183623,true,51,true,54,true
102365183,true,51,true,69,true
102830579,true,52,true,44,true
103065719,true,51,true,61,true
103894619,true,51,true,80,true
104477809,true,51,true,47,true
105046567,true,51,true,59,true
105148139,true,51,true,355,true
106037777,true,52,true,43,true
106670147,true,52,true,51,true
107223359,true,55,true,49,true
108304019,true,54,true,45,true
109934039,true,53,true,51,true
113127683,true,54,true,40,true
113660957,true,87,true,43,true
119548109,true,56,true,38,true
142485311,true,62,true,51,true
174175723,true,75,true,36,true
196078297,true,71,true,37,true
212660387,true,76,true,35,true
217235099,true,76,true,54,true
254903723,true,83,true,56,true
264433831,true,85,true,42,true
304674961,true,90,true,34,true
330633647,true,94,true,39,true
429985951,true,109,true,37,true
443384933,true,112,true,54,true
601182437,true,129,true,56,true
831492209,true,150,true,42,true
1028802623,true,171,true,64,true
1047471673,true,170,true,87,true
1279334411,true,192,true,55,true
1754109629,true,222,true,53,true
2374304857,true,267,true,73,true
2420018507,true,267,true,76,true
2820405209,true,294,true,70,true
4663998061,true,373,true,411,true
6501361313,true,499,true,305,true
10017745039,true,553,true,388,true
10420445521,true,577,true,372,true
10839497257,true,575,true,352,true
12692906273,true,621,true,363,true
14010403607,true,649,true,376,true
14866174157,true,670,true,378,true
16738895491,true,705,true,372,true
24873051367,true,887,true,354,true
56118596257,true,1383,true,221,true
92229970543,true,1793,true,267,true
106001026399,true,1882,true,239,true
117080617541,true,1974,true,172,true
119431928081,true,1973,true,149,true
131916688703,true,2088,true,205,true
151619885531,true,2284,true,158,true
363806061107,true,3549,true,162,true
371116553083,true,3561,true,152,true
386181313207,true,3709,true,199,true
461910189661,true,3970,true,159,true
744642435221,true,5134,true,193,true
1407629090849,true,7104,true,231,true
2137840963331,true,8631,true,248,true
2608550232991,true,9754,true,211,true
4931275710281,true,13645,true,233,true
5556672219251,true,14260,true,201,true
7197285258697,true,16081,true,192,true
8608994980583,true,17405,true,193,true
8958550638727,true,17917,true,267,true
9138615496697,true,18312,true,215,true
10504587911717,true,19255,true,198,true
19083568514917,true,26188,true,197,true
103583665473683,true,62555,true,173,true
114420798251813,true,65118,true,189,true
131523742101971,true,69203,true,220,true
195820880837713,true,86893,true,226,true
220655857268633,true,92215,true,226,true
434079004732349,true,128820,true,214,true
742887281840867,true,172253,true,197,true
1106057883192701,true,210139,true,211,true
1748078917262459,true,270281,true,232,true
3113154708522317,true,360745,true,177,true
3798640346137841,true,396084,true,182,true
4920212867100371,true,456527,true,199,true
6501032784388229,true,521458,true,306,true
12788975933521079,true,743651,true,451,true
16565001810334931,true,845539,true,220,true
17937523280777123,true,879161,true,215,true
21887187226520839,true,987534,true,231,true
105430680347346217,true,2203743,true,215,true
118801929546550489,true,2327443,true,274,true
327795977573750659,true,3962123,true,182,true
539103695725753693,true,5042016,true,189,true
698277466281525227,true,5847284,true,233,true
