DynamicArray;100;0,18866;
ArrayList;100;0,2198;
DynamicArray;400;0,25234;
ArrayList;400;0,33466;
DynamicArray;700;0,35156;
ArrayList;700;0,52032;
DynamicArray;1000;0,49632;
ArrayList;1000;0,76192;
DynamicArray;1300;0,64352;
ArrayList;1300;0,95912;
DynamicArray;1600;0,6606;
ArrayList;1600;0,99258;
DynamicArray;1900;0,36326;
ArrayList;1900;0,397;
DynamicArray;2200;0,33804;
ArrayList;2200;0,42988;
DynamicArray;2500;0,30908;
ArrayList;2500;0,33542;
DynamicArray;2800;0,33566;
ArrayList;2800;0,38602;
DynamicArray;3100;0,34344;
ArrayList;3100;0,9592;
DynamicArray;3400;0,384;
ArrayList;3400;0,4488;
DynamicArray;3700;0,37584;
ArrayList;3700;0,49138;
DynamicArray;4000;0,38036;
ArrayList;4000;0,5009;
DynamicArray;4300;0,42636;
ArrayList;4300;0,54516;
DynamicArray;4600;0,45566;
ArrayList;4600;0,77178;
DynamicArray;4900;0,57044;
ArrayList;4900;1,03816;
DynamicArray;5200;0,8497;
ArrayList;5200;0,88856;
DynamicArray;5500;0,6879;
ArrayList;5500;1,79688;
DynamicArray;5800;1,37198;
ArrayList;5800;0,7142;
DynamicArray;6100;0,64334;
ArrayList;6100;0,75484;
DynamicArray;6400;0,61198;
ArrayList;6400;1,56906;
DynamicArray;6700;0,69682;
ArrayList;6700;1,82772;
DynamicArray;7000;0,67912;
ArrayList;7000;0,85114;
DynamicArray;7300;0,70394;
ArrayList;7300;1,07918;
DynamicArray;7600;1,99618;
ArrayList;7600;1,10622;
DynamicArray;7900;1,02372;
ArrayList;7900;1,74544;
DynamicArray;8200;1,13554;
ArrayList;8200;2,30144;
DynamicArray;8500;0,97172;
ArrayList;8500;1,48572;
DynamicArray;8800;1,88636;
ArrayList;8800;0,6486;
DynamicArray;9100;4,08848;
ArrayList;9100;0,82352;
DynamicArray;9400;4,28886;
ArrayList;9400;0,62556;
DynamicArray;9700;3,61328;
ArrayList;9700;0,56308;
DynamicArray;10000;0,60138;
ArrayList;10000;0,7545;
DynamicArray;10300;0,75172;
ArrayList;10300;0,6668;
DynamicArray;10600;0,66502;
ArrayList;10600;0,6858;
DynamicArray;10900;0,6791;
ArrayList;10900;0,74448;
DynamicArray;11200;0,74586;
ArrayList;11200;0,77988;
DynamicArray;11500;0,68294;
ArrayList;11500;0,5698;
DynamicArray;11800;0,83946;
ArrayList;11800;0,56728;
DynamicArray;12100;0,68574;
ArrayList;12100;0,56986;
DynamicArray;12400;0,90278;
ArrayList;12400;0,55712;
DynamicArray;12700;0,67744;
ArrayList;12700;0,55396;
DynamicArray;13000;0,92238;
ArrayList;13000;0,45812;
DynamicArray;13300;0,43816;
ArrayList;13300;0,47126;
DynamicArray;13600;0,4394;
ArrayList;13600;0,5213;
DynamicArray;13900;0,52728;
ArrayList;13900;0,53498;
DynamicArray;14200;0,47262;
ArrayList;14200;0,49382;
DynamicArray;14500;0,46034;
ArrayList;14500;0,5483;
DynamicArray;14800;0,4862;
ArrayList;14800;0,50738;
DynamicArray;15100;0,48366;
ArrayList;15100;0,52092;
DynamicArray;15400;0,49564;
ArrayList;15400;0,52326;
DynamicArray;15700;0,54242;
ArrayList;15700;0,54488;
DynamicArray;16000;0,52062;
ArrayList;16000;0,55354;
DynamicArray;16300;0,52116;
ArrayList;16300;0,68618;
DynamicArray;16600;0,56218;
ArrayList;16600;0,56756;
DynamicArray;16900;0,81984;
ArrayList;16900;0,89478;
DynamicArray;17200;0,62514;
ArrayList;17200;0,61158;
DynamicArray;17500;0,5743;
ArrayList;17500;0,89312;
DynamicArray;17800;0,5968;
ArrayList;17800;0,6095;
DynamicArray;18100;0,61322;
ArrayList;18100;0,62146;
DynamicArray;18400;0,61976;
ArrayList;18400;0,65432;
DynamicArray;18700;0,63992;
ArrayList;18700;0,64456;
DynamicArray;19000;0,62526;
ArrayList;19000;0,6602;
DynamicArray;19300;0,70704;
ArrayList;19300;0,69982;
DynamicArray;19600;0,65628;
ArrayList;19600;0,68776;
DynamicArray;19900;0,68024;
ArrayList;19900;0,90366;
DynamicArray;20200;0,84376;
ArrayList;20200;0,70766;
DynamicArray;20500;0,70734;
ArrayList;20500;0,70062;
DynamicArray;20800;0,67716;
ArrayList;20800;0,76238;
DynamicArray;21100;0,69126;
ArrayList;21100;1,1154;
DynamicArray;21400;0,69838;
ArrayList;21400;0,74862;
DynamicArray;21700;0,72898;
ArrayList;21700;0,82678;
DynamicArray;22000;0,7593;
ArrayList;22000;0,77248;
DynamicArray;22300;0,74616;
ArrayList;22300;0,78068;
DynamicArray;22600;0,76364;
ArrayList;22600;0,79594;
DynamicArray;22900;0,83898;
ArrayList;22900;0,79496;
DynamicArray;23200;0,74898;
ArrayList;23200;0,79148;
DynamicArray;23500;0,82328;
ArrayList;23500;0,80838;
DynamicArray;23800;0,77596;
ArrayList;23800;0,81456;
DynamicArray;24100;0,91604;
ArrayList;24100;1,28778;
DynamicArray;24400;1,07758;
ArrayList;24400;1,0687;
DynamicArray;24700;1,05558;
ArrayList;24700;1,0947;
DynamicArray;25000;1,14646;
ArrayList;25000;1,1191;
DynamicArray;25300;0,93464;
ArrayList;25300;1,031;
DynamicArray;25600;0,97388;
ArrayList;25600;1,19768;
DynamicArray;25900;0,94758;
ArrayList;25900;0,88852;
DynamicArray;26200;0,85944;
ArrayList;26200;0,89644;
DynamicArray;26500;0,88232;
ArrayList;26500;1,1881;
DynamicArray;26800;1,21706;
ArrayList;26800;0,97502;
DynamicArray;27100;0,89496;
ArrayList;27100;0,9193;
DynamicArray;27400;0,8827;
